customer_id,age,banked_flag,job_category,housing_type,dependents,employment_years,residence_years,loan_amount,duration_months,interest_rate,existing_monthly_obligation,average_monthly_inflow,average_monthly_outflow,emi,net_monthly_surplus,emi_coverage_ratio,loan_to_income_ratio,existing_obligation_ratio,dependent_ratio,employment_stability_score,income_variance_index,residence_stability_score,digital_behavior_score,location_type,digital_risk_score,purpose,credit_risk
CUST0300,56,1,3,1,2,16,15,40201,24,0.09,445.98,13257,7251.04,1836.57,3723.41,3.03,3.03,0.03,0.05,0.95,0.07,0.9,0.56,0,0.06,0,0
CUST0301,39,0,2,0,3,5,3,6255,18,0.19,790.49,6267,4950.96,402.09,123.46,1.31,1.0,0.13,0.14,0.28,0.64,0.33,0.7,0,0.63,1,1
CUST0302,25,0,2,2,0,4,4,14278,24,0.14,680.66,5242,4034.11,685.53,-158.3,0.77,2.72,0.13,0.0,0.4,0.66,0.33,0.91,0,0.78,1,1
CUST0303,23,1,2,2,0,1,4,6812,18,0.2,474.91,2489,1925.2,441.17,-352.28,0.2,2.74,0.19,0.0,0.49,0.58,0.3,0.84,0,0.66,1,1
CUST0304,26,0,2,0,3,4,3,11892,24,0.16,669.7,4053,2937.11,582.27,-136.08,0.77,2.93,0.17,0.33,0.35,0.59,0.47,0.81,0,0.81,1,1
CUST0305,27,0,2,0,2,2,3,10439,12,0.18,482.13,2564,1823.8,957.05,-698.98,0.27,4.07,0.19,0.2,0.51,0.64,0.34,0.82,0,0.65,1,1
CUST0306,24,1,2,2,3,4,2,13044,18,0.15,726.54,6415,4753.51,813.75,121.2,1.15,2.03,0.11,0.43,0.41,0.47,0.46,0.69,0,0.81,1,1
CUST0307,28,1,2,2,0,0,4,13779,18,0.17,375.93,2876,2169.34,872.63,-541.9,0.38,4.79,0.13,0.0,0.36,0.63,0.27,0.9,0,0.61,1,1
CUST0308,37,1,2,2,2,4,4,9046,24,0.13,434.05,2655,1953.35,430.06,-162.46,0.62,3.41,0.16,0.1,0.47,0.7,0.27,0.71,0,0.71,1,1
CUST0309,25,1,2,2,1,4,2,12339,24,0.2,649.87,3892,2813.34,628.0,-199.21,0.68,3.17,0.17,0.12,0.47,0.68,0.39,0.83,0,0.76,1,1
CUST0310,35,0,2,2,3,4,3,13773,12,0.17,604.69,2852,2087.61,1256.16,-1096.46,0.13,4.83,0.21,0.17,0.52,0.62,0.5,0.88,0,0.67,1,1
CUST0311,35,0,2,2,3,4,3,8898,18,0.16,870.1,4649,3195.54,559.3,24.06,1.04,1.91,0.19,0.17,0.54,0.63,0.38,0.92,0,0.64,1,1
CUST0312,31,0,2,0,0,5,3,12071,24,0.17,452.57,3817,3067.73,596.82,-300.12,0.5,3.16,0.12,0.0,0.26,0.56,0.28,0.75,0,0.72,1,1
CUST0313,29,1,2,2,3,4,2,4264,24,0.15,650.07,4099,2894.54,206.75,347.64,2.68,1.04,0.16,0.25,0.52,0.66,0.45,0.68,0,0.74,1,1
CUST0314,23,1,2,2,0,2,3,10115,18,0.2,1293.24,6720,4210.21,655.08,561.47,1.86,1.51,0.19,0.0,0.47,0.7,0.48,0.82,0,0.74,1,1
CUST0315,23,0,2,0,1,2,2,5509,12,0.18,973.5,4496,3684.12,505.07,-666.69,0.0,1.23,0.22,0.17,0.48,0.62,0.27,0.77,0,0.79,1,1
CUST0316,26,1,2,2,3,4,1,11980,18,0.15,468.89,3082,2119.42,747.37,-253.68,0.66,3.89,0.15,0.33,0.46,0.68,0.37,0.7,0,0.67,1,1
CUST0317,40,0,2,2,0,2,4,8298,24,0.19,651.28,3606,2234.68,418.29,301.75,1.72,2.3,0.18,0.0,0.38,0.55,0.33,0.81,0,0.56,1,1
CUST0318,31,1,2,0,1,3,1,6825,12,0.18,634.6,3386,2147.8,625.72,-22.12,0.96,2.02,0.19,0.07,0.28,0.67,0.31,0.82,0,0.59,1,1
CUST0319,31,1,2,2,2,3,4,3372,18,0.14,262.85,2112,1517.18,208.78,123.19,1.59,1.6,0.12,0.14,0.41,0.53,0.37,0.85,0,0.59,1,1
CUST0320,22,0,2,0,1,0,3,6288,24,0.17,908.03,5085,3110.39,310.89,755.69,3.43,1.24,0.18,0.2,0.25,0.57,0.32,0.88,0,0.75,1,1
CUST0321,25,1,2,0,1,3,1,8168,18,0.19,263.83,2156,1545.73,525.07,-178.63,0.66,3.79,0.12,0.12,0.4,0.59,0.48,0.66,0,0.62,1,1
CUST0322,38,1,2,0,3,5,2,3301,18,0.18,612.85,4497,3049.79,210.62,623.74,3.96,0.73,0.14,0.14,0.55,0.74,0.32,0.67,0,0.63,1,1
CUST0323,34,1,2,2,1,2,4,13763,12,0.14,482.43,2241,1533.04,1235.74,-1010.21,0.18,5.0,0.22,0.06,0.43,0.64,0.31,0.71,0,0.6,1,1
CUST0324,31,1,2,0,1,1,2,12519,24,0.18,811.23,6959,4485.13,625.0,1037.64,2.66,1.8,0.12,0.07,0.46,0.72,0.48,0.77,0,0.82,1,1
CUST0325,26,0,2,0,0,4,1,6016,18,0.19,686.15,6627,4188.36,386.73,1365.76,4.53,0.91,0.1,0.0,0.35,0.74,0.49,0.73,0,0.77,1,1
CUST0326,30,0,2,2,1,1,1,13026,24,0.15,414.29,3244,2351.09,631.59,-152.97,0.76,4.02,0.13,0.08,0.32,0.66,0.34,0.84,0,0.69,1,1
CUST0327,38,1,2,0,1,3,4,10763,12,0.14,1036.21,6953,4517.92,966.38,432.49,1.45,1.55,0.15,0.05,0.54,0.73,0.49,0.71,0,0.75,1,1
CUST0328,28,0,2,2,3,4,4,14269,18,0.19,556.05,3675,2922.61,917.26,-720.92,0.21,3.88,0.15,0.27,0.48,0.63,0.46,0.84,0,0.67,1,1
CUST0329,40,0,2,2,3,3,1,7025,24,0.17,718.73,6864,5604.06,347.33,193.88,1.56,1.02,0.1,0.13,0.37,0.68,0.49,0.7,0,0.68,1,1
CUST0330,31,1,2,2,3,2,1,14304,24,0.19,770.84,4342,3048.03,721.04,-197.91,0.73,3.29,0.18,0.21,0.28,0.6,0.29,0.81,0,0.82,1,1
CUST0331,39,1,2,0,2,3,1,5930,18,0.17,386.11,3108,2352.07,375.55,-5.73,0.98,1.91,0.12,0.09,0.39,0.53,0.42,0.89,0,0.79,1,1
CUST0332,25,0,2,0,2,0,4,14909,24,0.17,456.12,2747,1744.83,737.13,-191.08,0.74,5.0,0.17,0.25,0.26,0.5,0.33,0.89,0,0.81,1,1
CUST0333,27,0,2,2,3,2,3,14962,18,0.15,661.71,3184,2036.97,933.4,-448.08,0.52,4.7,0.21,0.3,0.54,0.45,0.44,0.65,0,0.7,1,1
CUST0334,37,0,2,0,1,1,4,10434,18,0.16,650.29,6452,4724.59,655.84,421.28,1.64,1.62,0.1,0.05,0.51,0.53,0.41,0.87,0,0.61,1,1
CUST0335,27,0,2,0,0,1,1,13928,24,0.19,676.37,3214,2139.42,702.09,-303.88,0.57,4.33,0.21,0.0,0.26,0.58,0.29,0.83,0,0.73,1,1
CUST0336,40,0,2,0,2,0,1,7903,18,0.16,714.13,6605,4513.64,496.75,880.48,2.77,1.2,0.11,0.09,0.38,0.62,0.32,0.69,0,0.76,1,1
CUST0337,30,1,2,2,1,4,1,4790,24,0.18,1025.9,4696,3467.41,239.14,-36.45,0.85,1.02,0.22,0.08,0.4,0.66,0.48,0.92,0,0.64,1,1
CUST0338,32,1,2,2,3,4,4,11069,12,0.19,556.56,4127,2687.5,1020.08,-137.14,0.87,2.68,0.13,0.2,0.31,0.49,0.37,0.87,0,0.77,1,1
CUST0339,28,1,2,2,2,2,2,3185,24,0.14,1051.27,5396,3571.92,152.92,619.89,5.05,0.59,0.19,0.18,0.34,0.6,0.33,0.65,0,0.76,1,1
CUST0340,32,0,2,2,1,2,3,14017,18,0.19,930.7,5244,4066.18,901.06,-653.94,0.27,2.67,0.18,0.07,0.39,0.64,0.47,0.79,0,0.65,1,1
CUST0341,35,1,2,0,0,1,3,8793,12,0.2,254.99,2458,1626.46,814.54,-237.99,0.71,3.58,0.1,0.0,0.55,0.64,0.46,0.8,0,0.67,1,1
CUST0342,25,1,2,2,2,3,1,11143,12,0.16,616.83,4525,3540.72,1011.01,-643.56,0.36,2.46,0.14,0.25,0.41,0.5,0.34,0.66,0,0.61,1,1
CUST0343,24,0,2,0,1,1,3,10921,24,0.19,784.85,5635,3765.75,550.51,533.89,1.97,1.94,0.14,0.14,0.48,0.48,0.5,0.79,0,0.85,1,1
CUST0344,28,1,2,0,0,0,3,3721,24,0.19,321.85,2299,1820.38,187.57,-30.8,0.84,1.62,0.14,0.0,0.52,0.48,0.44,0.85,0,0.56,1,1
CUST0345,31,1,2,2,1,2,3,11720,18,0.18,493.58,3719,2780.5,747.8,-302.88,0.59,3.15,0.13,0.07,0.3,0.48,0.49,0.8,0,0.58,1,1
CUST0346,39,1,2,0,1,5,3,12405,12,0.14,1008.22,4869,3254.94,1113.81,-507.97,0.54,2.55,0.21,0.05,0.41,0.47,0.26,0.89,0,0.57,1,1
CUST0347,34,0,2,0,3,1,4,13097,18,0.15,452.74,2440,1902.8,817.05,-732.59,0.1,5.0,0.19,0.18,0.45,0.61,0.49,0.85,0,0.69,1,1
CUST0348,26,1,2,2,3,2,4,10709,12,0.2,572.86,2761,1743.9,992.02,-547.78,0.45,3.88,0.21,0.33,0.33,0.56,0.3,0.9,0,0.65,1,1
CUST0349,32,1,2,2,0,3,1,8758,18,0.16,1097.77,5713,3642.47,550.5,422.26,1.77,1.53,0.19,0.0,0.43,0.49,0.28,0.87,0,0.79,1,1
CUST0350,32,0,2,0,3,3,4,6908,24,0.15,1034.94,6555,4162.32,334.95,1022.79,4.05,1.05,0.16,0.2,0.27,0.51,0.42,0.77,0,0.84,1,1
CUST0351,43,0,2,0,2,1,1,11407,18,0.15,766.7,4724,3548.37,711.62,-302.69,0.57,2.41,0.16,0.08,0.23,0.63,0.28,0.71,1,0.77,1,1
CUST0352,44,0,2,0,3,3,1,3483,12,0.21,1106.16,4659,3798.01,324.32,-569.49,0.0,0.75,0.24,0.11,0.38,0.5,0.24,0.64,1,0.75,1,1
CUST0353,37,0,2,0,2,1,3,6910,24,0.2,962.65,4021,3094.17,351.69,-387.51,0.0,1.72,0.24,0.1,0.46,0.72,0.43,0.88,1,0.76,1,1
CUST0354,44,0,2,0,2,2,1,8049,24,0.22,692.17,3590,2226.47,417.57,253.79,1.61,2.24,0.19,0.07,0.47,0.53,0.27,0.61,1,0.72,1,1
CUST0355,43,0,2,0,4,3,4,9130,24,0.16,429.98,3114,2049.48,447.03,187.51,1.42,2.93,0.14,0.15,0.36,0.75,0.29,0.72,1,0.68,1,1
CUST0356,29,0,2,2,1,0,2,9974,24,0.17,268.56,2050,1717.59,493.14,-429.29,0.13,4.87,0.13,0.08,0.38,0.62,0.31,0.82,1,0.77,1,1
CUST0357,38,0,2,2,4,4,4,11044,18,0.17,709.99,4052,2713.47,699.42,-70.88,0.9,2.73,0.18,0.19,0.2,0.65,0.38,0.8,1,0.68,1,1
CUST0358,42,0,2,0,1,0,5,9917,24,0.17,945.8,3860,2885.96,490.32,-462.08,0.06,2.57,0.25,0.04,0.22,0.72,0.33,0.84,1,0.81,1,1
CUST0359,33,0,2,2,1,1,4,3279,24,0.19,546.77,3404,2708.16,165.29,-16.22,0.9,0.96,0.16,0.06,0.21,0.6,0.39,0.73,1,0.74,1,1
CUST0360,40,0,2,0,4,2,3,6738,12,0.14,837.09,3850,3168.67,604.99,-760.75,0.0,1.75,0.22,0.17,0.4,0.67,0.22,0.73,1,0.65,1,1
CUST0361,26,0,2,0,1,2,4,3351,12,0.18,653.83,4188,3381.05,307.22,-154.1,0.5,0.8,0.16,0.11,0.24,0.58,0.41,0.6,1,0.63,1,1
CUST0362,30,0,2,2,4,2,2,6280,24,0.16,739.72,3923,2588.31,307.49,287.48,1.93,1.6,0.19,0.31,0.21,0.8,0.44,0.77,1,0.83,1,1
CUST0363,40,0,2,0,4,1,4,4740,12,0.19,582.33,4583,3690.25,436.82,-126.4,0.71,1.03,0.13,0.17,0.27,0.75,0.21,0.73,1,0.73,1,1
CUST0364,40,0,2,2,4,3,4,6302,12,0.18,717.77,4556,3260.46,577.77,0.0,1.0,1.38,0.16,0.17,0.42,0.61,0.28,0.75,1,0.87,1,1
CUST0365,28,0,2,0,4,4,3,7488,18,0.16,753.82,3676,2358.6,470.67,92.91,1.2,2.04,0.21,0.36,0.31,0.73,0.39,0.81,1,0.76,1,1
CUST0366,31,0,2,0,2,2,5,2173,24,0.14,629.49,3629,2304.23,104.33,590.95,6.66,0.6,0.17,0.14,0.35,0.71,0.29,0.8,1,0.67,1,1
CUST0367,26,0,2,2,1,4,2,11820,24,0.15,209.57,1597,1326.65,573.11,-512.33,0.11,5.0,0.13,0.11,0.37,0.61,0.39,0.78,1,0.82,1,1
CUST0368,30,0,2,2,3,2,4,3240,24,0.18,429.91,1954,1639.32,161.75,-276.98,0.0,1.66,0.22,0.23,0.39,0.7,0.39,0.67,1,0.82,1,1
CUST0369,33,0,2,2,4,3,3,2984,18,0.22,830.18,4683,3176.13,196.13,480.56,3.45,0.64,0.18,0.25,0.34,0.78,0.35,0.65,1,0.74,1,1
CUST0370,29,0,2,0,2,4,1,9234,24,0.16,479.68,3714,2331.16,452.13,451.03,2.0,2.49,0.13,0.17,0.4,0.73,0.2,0.74,1,0.78,1,1
CUST0371,25,0,2,0,3,1,3,8411,24,0.14,364.26,1654,1282.96,403.84,-397.06,0.02,5.0,0.22,0.38,0.33,0.62,0.38,0.83,1,0.62,1,1
CUST0372,32,0,2,0,4,0,5,10770,18,0.17,192.42,1513,1038.86,682.07,-400.35,0.41,5.0,0.13,0.27,0.48,0.69,0.29,0.84,1,0.7,1,1
CUST0373,39,0,2,0,2,1,5,2644,18,0.19,787.67,4614,3164.06,169.97,492.3,3.9,0.57,0.17,0.09,0.23,0.71,0.32,0.85,1,0.72,1,1
CUST0374,31,0,2,2,2,0,5,5907,18,0.17,422.15,2073,1646.8,374.09,-370.04,0.01,2.85,0.2,0.14,0.34,0.79,0.4,0.87,1,0.6,1,1
CUST0375,35,0,2,0,1,3,1,5468,24,0.19,359.89,1729,1246.33,275.63,-152.85,0.45,3.16,0.21,0.06,0.44,0.54,0.34,0.86,1,0.61,1,1
CUST0376,29,0,2,2,4,4,1,5976,24,0.19,708.27,3502,2182.31,301.24,310.18,2.03,1.71,0.2,0.33,0.45,0.75,0.22,0.77,1,0.83,1,1
CUST0377,27,0,2,2,1,3,5,5613,12,0.2,1093.44,4849,3461.05,519.96,-225.45,0.57,1.16,0.23,0.1,0.48,0.7,0.28,0.87,1,0.76,1,1
CUST0378,29,0,2,2,1,4,2,7496,12,0.15,490.07,2817,1834.07,676.58,-183.72,0.73,2.66,0.17,0.08,0.39,0.67,0.31,0.86,1,0.61,1,1
CUST0379,28,0,2,0,2,0,4,3322,12,0.14,1004.29,4740,3904.58,298.27,-467.14,0.0,0.7,0.21,0.18,0.37,0.59,0.37,0.82,1,0.73,1,1
CUST0380,29,0,2,2,3,4,4,8750,12,0.22,292.74,2344,1768.12,818.95,-535.81,0.35,3.73,0.12,0.25,0.25,0.65,0.44,0.78,1,0.82,1,1
CUST0381,36,0,2,2,2,1,1,10686,12,0.19,798.23,3215,2603.51,984.79,-1171.53,0.0,3.32,0.25,0.11,0.34,0.64,0.36,0.66,1,0.61,1,1
CUST0382,28,0,2,2,4,3,2,4617,24,0.21,796.9,4762,3009.04,237.25,718.81,4.03,0.97,0.17,0.36,0.26,0.58,0.35,0.85,1,0.73,1,1
CUST0383,28,0,2,2,2,1,1,9947,24,0.15,968.86,4532,3702.27,482.3,-621.43,0.0,2.19,0.21,0.18,0.37,0.6,0.25,0.79,1,0.69,1,1
CUST0384,28,0,2,2,1,1,4,5276,18,0.21,555.84,2835,1803.56,344.23,131.37,1.38,1.86,0.2,0.09,0.22,0.63,0.25,0.77,1,0.65,1,1
CUST0385,36,0,2,0,2,2,3,5313,18,0.15,262.92,2058,1589.37,331.45,-125.74,0.62,2.58,0.13,0.11,0.24,0.76,0.31,0.65,1,0.7,1,1
CUST0386,34,0,2,2,2,4,5,5763,12,0.17,921.85,3972,2918.58,525.61,-394.04,0.25,1.45,0.23,0.12,0.26,0.64,0.32,0.6,1,0.72,1,1
CUST0387,32,0,2,0,4,4,2,11695,12,0.21,438.39,2515,2056.3,1088.97,-1068.66,0.02,4.65,0.17,0.27,0.21,0.8,0.38,0.74,1,0.72,1,1
CUST0388,37,0,2,2,4,3,2,3361,24,0.2,598.62,3463,2675.15,171.06,18.17,1.11,0.97,0.17,0.2,0.26,0.61,0.26,0.88,1,0.6,1,1
CUST0389,34,0,2,0,1,3,4,4271,24,0.17,363.55,2162,1716.13,211.17,-128.85,0.39,1.98,0.17,0.06,0.33,0.69,0.42,0.62,1,0.85,1,1
CUST0390,35,0,2,2,3,3,3,10887,24,0.2,479.55,3674,2914.56,554.1,-274.21,0.51,2.96,0.13,0.17,0.45,0.72,0.21,0.86,1,0.79,1,1
CUST0391,26,0,2,0,3,3,5,2669,18,0.17,413.53,1954,1490.12,169.03,-118.68,0.3,1.37,0.21,0.33,0.36,0.73,0.23,0.69,1,0.75,1,1
CUST0392,45,0,2,2,2,2,3,6380,24,0.19,443.58,3459,2355.48,321.61,338.33,2.05,1.84,0.13,0.07,0.3,0.65,0.33,0.63,1,0.8,1,1
CUST0393,42,0,2,0,3,0,2,9501,12,0.15,424.75,2697,2204.93,857.54,-790.22,0.08,3.52,0.16,0.12,0.47,0.53,0.27,0.8,1,0.74,1,1
CUST0394,31,0,2,2,3,3,5,4163,18,0.17,740.23,3632,2606.5,263.64,21.63,1.08,1.15,0.2,0.21,0.28,0.52,0.42,0.67,1,0.87,1,1
CUST0395,45,0,2,0,3,2,4,11721,24,0.2,511.41,2875,2315.01,596.55,-547.97,0.08,4.08,0.18,0.11,0.29,0.54,0.4,0.65,1,0.67,1,1
CUST0396,40,0,2,0,1,1,3,6659,18,0.22,425.95,3023,2285.69,437.69,-126.33,0.71,2.2,0.14,0.04,0.35,0.55,0.24,0.8,1,0.85,1,1
CUST0397,29,0,2,2,1,0,3,11413,12,0.18,316.81,2160,1514.87,1046.34,-718.02,0.31,5.0,0.15,0.08,0.4,0.7,0.44,0.64,1,0.73,1,1
CUST0398,30,0,2,0,1,0,4,10182,12,0.22,516.96,3685,3036.88,952.98,-821.82,0.14,2.76,0.14,0.08,0.47,0.66,0.33,0.78,1,0.68,1,1
CUST0399,34,0,2,2,4,2,1,9847,12,0.15,734.47,4589,3401.42,888.77,-435.66,0.51,2.15,0.16,0.24,0.31,0.75,0.31,0.63,1,0.62,1,1
CUST0400,45,0,2,2,3,1,1,3369,24,0.21,562.08,2299,1767.83,173.12,-204.03,0.0,1.47,0.24,0.11,0.47,0.62,0.32,0.77,1,0.74,1,1
CUST0401,29,1,2,2,5,6,4,11108,18,0.17,2344.23,4731,3705.53,703.47,-2022.23,0.0,2.35,0.5,0.42,0.42,0.32,0.48,0.53,1,0.69,1,1
CUST0402,33,1,2,2,2,3,2,9968,24,0.22,1828.44,4981,4057.29,517.12,-1421.85,0.0,2.0,0.37,0.12,0.43,0.45,0.39,0.4,1,0.57,1,1
CUST0403,50,0,1,2,5,5,5,13037,18,0.21,1804.12,4326,3349.88,850.6,-1678.6,0.0,3.01,0.42,0.15,0.32,0.48,0.36,0.64,0,0.53,1,1
CUST0404,31,1,2,2,5,4,1,6955,24,0.18,1963.72,4678,4185.47,347.22,-1818.41,0.0,1.49,0.42,0.36,0.29,0.42,0.41,0.48,1,0.74,0,1
CUST0405,39,0,2,2,2,3,3,12553,36,0.16,1453.24,4099,3071.77,441.33,-867.34,0.0,3.06,0.35,0.09,0.3,0.53,0.39,0.49,0,0.6,0,1
CUST0406,31,0,2,0,4,5,3,6570,36,0.19,1347.08,4452,3865.21,240.83,-1001.12,0.0,1.48,0.3,0.29,0.33,0.39,0.42,0.5,0,0.48,0,1
CUST0407,44,0,1,0,5,2,1,18415,18,0.21,1052.52,2905,2342.34,1201.49,-1691.35,0.0,5.0,0.36,0.19,0.29,0.5,0.52,0.58,1,0.5,1,1
CUST0408,28,0,1,2,3,5,2,8438,18,0.22,1124.72,2485,1979.22,554.62,-1173.56,0.0,3.4,0.45,0.27,0.23,0.3,0.42,0.53,0,0.48,0,1
CUST0409,43,1,1,2,4,1,1,17818,18,0.21,1194.34,2487,1882.59,1162.53,-1752.46,0.0,5.0,0.48,0.15,0.25,0.39,0.32,0.65,1,0.73,1,1
CUST0410,39,0,1,2,2,4,2,9617,18,0.21,1314.46,2657,2169.93,627.46,-1454.85,0.0,3.62,0.49,0.09,0.22,0.35,0.43,0.61,1,0.66,0,1
CUST0411,42,0,1,0,5,7,2,13425,18,0.18,1726.47,4758,4077.86,856.59,-1902.92,0.0,2.82,0.36,0.2,0.32,0.43,0.42,0.51,1,0.62,0,1
CUST0412,30,1,1,0,4,8,5,17061,24,0.2,1153.92,3343,2913.08,868.33,-1592.33,0.0,5.0,0.35,0.31,0.3,0.55,0.41,0.66,1,0.73,1,1
CUST0413,33,1,1,0,5,2,1,7348,24,0.18,657.35,2052,1695.57,366.84,-667.76,0.0,3.58,0.32,0.31,0.43,0.54,0.32,0.69,1,0.51,1,1
CUST0414,31,1,2,0,4,7,3,12795,36,0.19,1172.07,2953,2341.14,469.01,-1029.22,0.0,4.33,0.4,0.29,0.27,0.49,0.33,0.48,1,0.52,0,1
CUST0415,28,0,1,0,2,3,4,14905,36,0.17,1022.12,2407,1864.21,531.4,-1010.73,0.0,5.0,0.42,0.18,0.39,0.47,0.43,0.55,1,0.51,1,1
CUST0416,43,1,2,2,2,7,1,11285,24,0.17,1593.98,4067,3203.74,557.96,-1288.68,0.0,2.77,0.39,0.08,0.21,0.44,0.52,0.49,0,0.6,0,1
CUST0417,37,1,2,2,5,8,4,14211,18,0.19,1967.16,4931,3897.71,913.53,-1847.4,0.0,2.88,0.4,0.25,0.44,0.45,0.39,0.69,1,0.47,0,1
CUST0418,32,1,1,0,5,2,4,10654,24,0.18,1220.96,3500,2555.56,531.89,-808.41,0.0,3.04,0.35,0.33,0.26,0.38,0.32,0.61,1,0.48,0,1
CUST0419,28,1,1,0,5,7,3,5334,36,0.18,1527.69,4205,3044.43,192.84,-559.96,0.0,1.27,0.36,0.45,0.34,0.38,0.32,0.55,0,0.55,1,1
CUST0420,33,1,2,0,3,8,1,18768,36,0.16,1624.06,4518,3468.59,659.83,-1234.48,0.0,4.15,0.36,0.19,0.34,0.5,0.46,0.69,0,0.63,1,1
CUST0421,30,1,2,2,4,2,3,13268,24,0.18,1468.87,4320,3530.26,662.39,-1341.52,0.0,3.07,0.34,0.31,0.3,0.46,0.41,0.63,0,0.71,0,1
CUST0422,46,0,2,0,5,1,5,8287,24,0.18,1816.92,4044,3086.65,413.72,-1273.29,0.0,2.05,0.45,0.17,0.39,0.51,0.4,0.66,0,0.64,1,1
CUST0423,36,0,2,2,5,4,1,7456,18,0.15,1149.69,3175,2741.51,465.14,-1181.34,0.0,2.35,0.36,0.26,0.32,0.55,0.41,0.67,0,0.5,0,1
CUST0424,28,1,1,2,5,1,1,19083,18,0.17,956.29,3058,2365.78,1208.53,-1472.6,0.0,5.0,0.31,0.45,0.44,0.52,0.47,0.67,1,0.73,0,1
CUST0425,35,0,2,0,2,4,5,7003,24,0.17,929.1,2458,2028.29,346.24,-845.63,0.0,2.85,0.38,0.11,0.39,0.36,0.41,0.44,0,0.51,1,1
CUST0426,42,1,1,0,4,2,3,13941,24,0.18,1305.57,3672,2806.67,695.99,-1136.23,0.0,3.8,0.36,0.16,0.4,0.34,0.42,0.51,1,0.46,0,1
CUST0427,49,0,2,0,4,6,1,13763,18,0.21,1071.39,2223,1756.0,897.97,-1502.36,0.0,5.0,0.48,0.12,0.3,0.54,0.36,0.43,0,0.54,0,1
CUST0428,42,1,2,2,4,2,4,12718,36,0.18,2033.79,4586,3996.28,459.79,-1903.86,0.0,2.77,0.44,0.16,0.42,0.51,0.51,0.61,0,0.56,1,1
CUST0429,42,0,1,2,5,3,1,11564,18,0.19,1533.82,4847,3763.55,743.37,-1193.74,0.0,2.39,0.32,0.2,0.24,0.43,0.54,0.65,0,0.7,1,1
CUST0430,38,1,1,0,3,6,3,8254,18,0.18,1829.35,3849,2897.3,526.65,-1404.3,0.0,2.14,0.48,0.14,0.44,0.52,0.36,0.68,0,0.72,1,1
CUST0431,34,0,1,0,5,5,2,6459,24,0.16,930.27,3072,2525.5,316.25,-700.02,0.0,2.1,0.3,0.29,0.33,0.49,0.53,0.65,1,0.49,0,1
CUST0432,34,1,2,0,3,7,2,14831,18,0.22,1345.5,3090,2382.19,974.82,-1612.51,0.0,4.8,0.44,0.18,0.3,0.4,0.34,0.49,1,0.52,1,1
CUST0433,35,1,1,2,5,3,3,16354,24,0.2,1552.1,3514,2981.28,832.35,-1851.73,0.0,4.65,0.44,0.28,0.38,0.36,0.32,0.42,1,0.73,1,1
CUST0434,39,0,1,0,5,5,4,15997,24,0.16,1381.77,4483,3947.73,783.26,-1629.76,0.0,3.57,0.31,0.23,0.24,0.34,0.42,0.5,1,0.49,1,1
CUST0435,50,1,1,0,2,6,1,7095,24,0.21,1875.58,4172,3630.74,364.58,-1698.9,0.0,1.7,0.45,0.06,0.43,0.37,0.52,0.58,1,0.61,1,1
CUST0436,33,1,1,0,2,4,2,5894,18,0.16,1095.28,3292,2648.89,370.48,-822.65,0.0,1.79,0.33,0.12,0.32,0.33,0.52,0.55,1,0.56,1,1
CUST0437,42,0,1,2,4,2,2,19224,24,0.16,1614.62,4019,3015.43,941.27,-1552.32,0.0,4.78,0.4,0.16,0.27,0.52,0.45,0.58,0,0.61,0,1
CUST0438,41,0,2,2,4,1,3,16162,36,0.16,1124.21,2314,1821.67,568.21,-1200.09,0.0,5.0,0.49,0.17,0.23,0.38,0.31,0.54,1,0.59,1,1
CUST0439,47,0,2,2,5,6,5,7118,18,0.21,1674.19,4695,4057.8,464.41,-1501.4,0.0,1.52,0.36,0.17,0.4,0.49,0.44,0.58,0,0.57,0,1
CUST0440,35,0,1,2,3,7,4,9668,36,0.2,1177.53,3633,3043.48,359.3,-947.31,0.0,2.66,0.32,0.17,0.32,0.41,0.5,0.49,0,0.56,0,1
CUST0441,39,0,2,0,5,8,3,14225,36,0.18,1894.55,4099,3509.43,514.27,-1819.25,0.0,3.47,0.46,0.23,0.35,0.41,0.41,0.41,1,0.74,0,1
CUST0442,48,0,2,2,4,8,4,6297,24,0.17,2101.31,4810,4315.31,311.34,-1917.96,0.0,1.31,0.44,0.13,0.28,0.36,0.41,0.57,0,0.73,0,1
CUST0443,44,1,1,0,4,6,3,14593,18,0.2,1675.91,3740,2703.75,945.09,-1584.75,0.0,3.9,0.45,0.15,0.32,0.5,0.51,0.41,1,0.71,1,1
CUST0444,38,1,2,0,4,3,2,8032,18,0.2,2089.39,4405,3650.55,520.18,-1855.12,0.0,1.82,0.47,0.19,0.23,0.43,0.3,0.44,0,0.65,1,1
CUST0445,50,1,2,0,5,5,1,7049,18,0.15,1109.32,3659,2708.19,439.75,-598.26,0.0,1.93,0.3,0.15,0.44,0.51,0.35,0.59,0,0.58,0,1
CUST0446,30,1,1,0,5,1,1,7721,18,0.2,1283.13,3232,2586.08,500.04,-1137.25,0.0,2.39,0.4,0.38,0.2,0.41,0.36,0.49,1,0.47,0,1
CUST0447,31,1,2,0,4,1,4,11548,24,0.19,2231.69,4582,3896.67,582.12,-2128.48,0.0,2.52,0.49,0.29,0.43,0.52,0.36,0.42,0,0.58,1,1
CUST0448,45,1,2,0,2,8,5,15587,24,0.18,750.92,2260,1804.66,778.17,-1073.75,0.0,5.0,0.33,0.07,0.38,0.42,0.41,0.55,1,0.73,1,1
